Date,Time,Type,Name,Category,Amount,,Currency,Local amount,Local currency,Notes and #tags,Description,Money Out,Money In
13-11-2022,00:24:35,Card payment,Grammarly,Entertainment,0,,GBP,0,USD,Active card check,GRAMMARLY.COM          SAN FANCISCO  CA ,0,
13-11-2022,00:24:38,Card payment,Grammarly,Entertainment,-120,,GBP,-120,GBP,,GRAMMARLY CO*YJHWDFY   SAN FRANCISCO CA ,-120,
13-11-2022,00:47:46,Card payment,Grammarly,Entertainment,120,,GBP,120,GBP,,GRAMMARLY CO*YJHWDFY   SAN FRANCISCO CA ,,120
13-11-2022,00:52:32,Card payment,Quillbot,General,-17.16,,GBP,-19.95,USD,,QUILLBOT               +18339821803  IL ,-17.16,
13-11-2022,02:01:47,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
13-11-2022,21:27:02,Card payment,Deliveroo,Eating out,-18.06,,GBP,-18.06,GBP,,DELIVEROO              +442036999977 GBR,-18.06,
14-11-2022,02:00:59,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
15-11-2022,02:01:05,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
16-11-2022,02:00:27,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
16-11-2022,20:50:07,Card payment,Lazeez Tandoori,Eating out,-17,,GBP,-17,GBP,,LAZEEZ TANDOORI        EDINBURGH     GBR,-17,
17-11-2022,02:00:55,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-11-2022,00:49:48,Faster payment,F Qazi,Transfers,255,,GBP,255,GBP,Saving,Saving,,255
18-11-2022,02:02:58,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-11-2022,14:01:44,Card payment,The Mosque Kitchen,Eating out,-6.5,,GBP,-6.5,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-6.5,
18-11-2022,14:28:07,Card payment,The Mosque Kitchen,Eating out,-10.5,,GBP,-10.5,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-10.5,
18-11-2022,14:35:54,Card payment,Lidl,Groceries,-13.35,,GBP,-13.35,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-13.35,
19-11-2022,02:01:10,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
19-11-2022,18:02:05,Card payment,Ideal Vending & Co,Groceries,-0.8,,GBP,-0.8,GBP,,NYA*Ideal Vending & Co Aberystwyth   GBR,-0.8,
19-11-2022,18:02:37,Card payment,Ideal Vending & Co,Groceries,-0.8,,GBP,-0.8,GBP,,NYA*Ideal Vending & Co Aberystwyth   GBR,-0.8,
20-11-2022,02:02:29,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
21-11-2022,02:00:56,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
21-11-2022,16:21:22,Card payment,Heriot Watt Student Un,Shopping,-0.85,,GBP,-0.85,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-0.85,
21-11-2022,21:23:22,Card payment,Lidl,Groceries,-5.31,,GBP,-5.31,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-5.31,
22-11-2022,02:02:15,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
22-11-2022,14:40:06,Card payment,Heriot Watt Epay,Eating out,-1.88,,GBP,-1.88,GBP,,HOSPITALITY SERVICES   CURRIE        GBR,-1.88,
23-11-2022,02:01:27,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
23-11-2022,16:26:06,Card payment,Heriot Watt Student Un,Shopping,-4.14,,GBP,-4.14,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-4.14,
23-11-2022,21:41:51,Card payment,Frites,Eating out,-3.85,,GBP,-3.85,GBP,,Zettle_*FRITES         Edinburgh     GBR,-3.85,
24-11-2022,02:01:11,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
24-11-2022,21:47:04,Card payment,Lidl,Groceries,-3.07,,GBP,-3.07,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-3.07,
25-11-2022,02:08:17,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
25-11-2022,12:11:47,Faster payment,F Qazi,Transfers,120,,GBP,120,GBP,SAVING,SAVING,,120
25-11-2022,13:50:45,Card payment,The Mosque Kitchen,Eating out,-7,,GBP,-7,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-7,
25-11-2022,14:12:04,Card payment,Sainsbury’s,Groceries,-10,,GBP,-10,GBP,,SAINSBURYS EDINBURGH   EDINBURGH     GBR,-10,
25-11-2022,14:59:55,Card payment,Leo Max Limited,Bills,-12,,GBP,-12,GBP,,LEO MAX LIMITED        E'BURGH EH7   GBR,-12,
25-11-2022,16:06:30,Card payment,Boots,Personal care,-59.1,,GBP,-59.1,GBP,,BOOTS EDINBURGH        MIDLOTHIAN    GBR,-59.1,
25-11-2022,16:34:41,Faster payment,F Qazi,Transfers,59.1,,GBP,59.1,GBP,Boots,Boots,,59.1
25-11-2022,17:43:11,Card payment,Zara,Shopping,-17.99,,GBP,-17.99,GBP,,ZARA EDINBURGH 13522   EDINBURGH     GBR,-17.99,
25-11-2022,20:34:32,Card payment,Hotel Chocolat,Eating out,-3.45,,GBP,-3.45,GBP,,HOTEL CHOCOLAT         EDINBURGH     GBR,-3.45,
26-11-2022,02:04:46,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
26-11-2022,13:00:21,Faster payment,F Qazi,Transfers,18,,GBP,18,GBP,Zara perfume,Zara perfume,,18
26-11-2022,13:38:35,Card payment,Deliveroo,Eating out,-20.88,,GBP,-20.88,GBP,,DELIVEROO              +442036999977 GBR,-20.88,
27-11-2022,02:01:26,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
27-11-2022,17:59:19,Card payment,Edinburgh University Students Association,Eating out,-6.5,,GBP,-6.5,GBP,,Edinburgh University S Edinburgh     GBR,-6.5,
28-11-2022,00:13:30,Card payment,Deliveroo,Eating out,-14.46,,GBP,-14.46,GBP,,DELIVEROO              +442036999977 GBR,-14.46,
28-11-2022,02:09:02,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
28-11-2022,18:59:19,Card payment,Heriot Watt Student Un,Shopping,-1.45,,GBP,-1.45,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-1.45,
29-11-2022,02:01:39,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
29-11-2022,23:01:39,Card payment,Kebab Mahal,Eating out,-14.1,,GBP,-14.1,GBP,,Kebab Mahal            Edinburgh     GBR,-14.1,
30-11-2022,02:13:23,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
30-11-2022,12:08:32,Card payment,The Mosque Kitchen,Eating out,-13.5,,GBP,-13.5,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-13.5,
01-12-2022,03:18:04,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
01-12-2022,21:41:23,Card payment,Pepe’s Peri Peri Chicken Edinburgh,Eating out,-50.27,,GBP,-50.27,GBP,,CHICKEN FEAST          E'BURGH EH11  GBR,-50.27,
02-12-2022,02:08:37,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
02-12-2022,13:51:55,Card payment,The Mosque Kitchen,Eating out,-8,,GBP,-8,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-8,
02-12-2022,14:11:31,Card payment,Vpz,Shopping,-4.99,,GBP,-4.99,GBP,,VPZ                    E'BURGH EH8   GBR,-4.99,
02-12-2022,18:33:57,Card payment,Heriot Watt Student Un,Shopping,-2.59,,GBP,-2.59,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-2.59,
02-12-2022,20:40:21,Card payment,Sainsbury’s,Groceries,-2.7,,GBP,-2.7,GBP,,SAINSBURYS EDINBURGH-N EDINBURGH     GBR,-2.7,
03-12-2022,02:00:50,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
03-12-2022,12:09:21,Card payment,Deliveroo,Eating out,-18.48,,GBP,-18.48,GBP,,DELIVEROO              +442036999977 GBR,-18.48,
03-12-2022,14:01:58,Card payment,Heriot Watt Student Un,Shopping,-4.59,,GBP,-4.59,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-4.59,
03-12-2022,21:17:45,Card payment,Pepe’s Peri Peri Chicken Edinburgh,Eating out,-20.79,,GBP,-20.79,GBP,,CHICKEN FEAST          E'BURGH EH11  GBR,-20.79,
04-12-2022,02:00:58,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
04-12-2022,11:26:31,Card payment,Scotmid Co-operative,Groceries,-17,,GBP,-17,GBP,,SCOTMID CO-OP 0064     EDINBURGH     GBR,-17,
04-12-2022,15:48:30,Card payment,Heriot Watt Student Un,Shopping,-11.13,,GBP,-11.13,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-11.13,
04-12-2022,19:46:56,Card payment,Lidl,Groceries,-6.95,,GBP,-6.95,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-6.95,
05-12-2022,02:00:58,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
05-12-2022,09:08:59,Card payment,Booking.com,Holidays,-88.83,,GBP,-88.83,GBP,,Hotel at Booking.com   Amsterdam     NLD,-88.83,
05-12-2022,20:23:17,Card payment,Lidl,Groceries,-1.84,,GBP,-1.84,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-1.84,
06-12-2022,02:02:46,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
07-12-2022,02:01:44,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
07-12-2022,19:48:18,Card payment,Deliveroo,Eating out,-24.03,,GBP,-24.03,GBP,,DELIVEROO              +442036999977 GBR,-24.03,
07-12-2022,20:09:28,Card payment,Deliveroo,Eating out,24.03,,GBP,24.03,GBP,,DELIVEROO              +442036999977 GBR,,24.03
07-12-2022,20:21:40,Card payment,Deliveroo,Eating out,-18.95,,GBP,-18.95,GBP,,DELIVEROO              +442036999977 GBR,-18.95,
08-12-2022,02:00:54,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
08-12-2022,19:56:18,Card payment,Heriot Watt Student Un,Shopping,-10.65,,GBP,-10.65,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-10.65,
08-12-2022,20:42:25,Card payment,Heriot Watt Student Un,Shopping,-5.75,,GBP,-5.75,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-5.75,
09-12-2022,02:03:30,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
09-12-2022,13:55:00,Card payment,The Mosque Kitchen,Eating out,-6.5,,GBP,-6.5,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-6.5,
09-12-2022,22:06:00,Card payment,Pepe’s Peri Peri Chicken Edinburgh,Eating out,-9.72,,GBP,-9.72,GBP,,CHICKEN FEAST          E'BURGH EH11  GBR,-9.72,
09-12-2022,23:22:56,Card payment,Tesco,Groceries,-5.6,,GBP,-5.6,GBP,,TESCO STORES 2458      EDINBURGH 2   GBR,-5.6,
10-12-2022,02:00:55,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
10-12-2022,16:17:11,Card payment,Heriot Watt Student Un,Shopping,-6.52,,GBP,-6.52,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-6.52,
10-12-2022,22:48:58,Card payment,Pepe’s Peri Peri Chicken Edinburgh,Eating out,-4.67,,GBP,-4.67,GBP,,CHICKEN FEAST          E'BURGH EH11  GBR,-4.67,
10-12-2022,22:51:30,Card payment,Pepe’s Peri Peri Chicken Edinburgh,Eating out,-2.7,,GBP,-2.7,GBP,,CHICKEN FEAST          E'BURGH EH11  GBR,-2.7,
11-12-2022,02:00:48,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
12-12-2022,02:01:10,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
12-12-2022,18:50:52,Card payment,Lothian Buses,General,-1.8,,GBP,-1.8,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-1.8,
12-12-2022,19:37:24,Card payment,Lidl,Groceries,-4.73,,GBP,-4.73,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-4.73,
13-12-2022,00:52:36,Card payment,Quillbot,General,-16.34,,GBP,-19.95,USD,,QUILLBOT               +18339821803  IL ,-16.34,
13-12-2022,04:58:10,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
13-12-2022,10:41:25,Card payment,Heriot Watt Student Un,Shopping,-0.59,,GBP,-0.59,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-0.59,
14-12-2022,02:01:29,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
15-12-2022,02:02:01,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
15-12-2022,13:51:40,Card payment,Heriot Watt Student Un,Shopping,-2.7,,GBP,-2.7,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-2.7,
15-12-2022,20:41:37,Faster payment,M Kotwar,Income,30,,GBP,30,GBP,M Kotwar,M Kotwar,,30
15-12-2022,20:41:41,Faster payment,T Biswas,Income,7.85,,GBP,7.85,GBP,T Biswas,T Biswas,,7.85
15-12-2022,20:42:14,Card payment,Deliveroo,Eating out,-54.79,,GBP,-54.79,GBP,,DELIVEROO              +442036999977 GBR,-54.79,
16-12-2022,06:12:35,Card payment,Quillbot,General,16.33,,GBP,19.95,USD,,QUILLBOT\1105 Midwest Club\OAK BROOK\60523     IL USA,,16.33
17-12-2022,01:59:37,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-12-2022,01:59:06,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-12-2022,14:48:49,Card payment,Go North East,Transport,-6.4,,GBP,-6.4,GBP,,GO NORTH EAST LIMITED  GATESHEAD     GBR,-6.4,
19-12-2022,01:59:34,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
20-12-2022,01:59:15,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
20-12-2022,21:39:30,Faster payment,F Qazi,Transfers,100,,GBP,100,GBP,Spend dubai airpor,Spend dubai airpor,,100
20-12-2022,21:40:30,Card payment,Shake Shack,Eating out,-17.13,,GBP,-76,AED,,SHAKE SHACK CC D326    DUBAI         ARE,-17.13,
20-12-2022,21:48:51,Card payment,Flour & Stone - Ca,Eating out,-7.89,,GBP,-35,AED,,FLOUR & STONE - CA     DUBAI         ARE,-7.89,
21-12-2022,02:05:13,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
21-12-2022,21:44:16,Card payment,Jamil Alharbisalon,General,-7.61,,GBP,-34.5,SAR,,JAMIL ALHARBISALON     MAKKAH        SAU,-7.61,
21-12-2022,22:03:06,Card payment,KFC,Eating out,-15.31,,GBP,-69,SAR,,KFC Alharam            MAKKAH        SAU,-15.31,
21-12-2022,22:54:46,Card payment,United 112,General,-5.07,,GBP,-23,SAR,,UNITED 112             MAKKAH        SAU,-5.07,
21-12-2022,23:50:10,Faster payment,F Qazi,Transfers,100,,GBP,100,GBP,SPEND MAKKAH,SPEND MAKKAH,,100
22-12-2022,02:03:16,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
23-12-2022,02:12:08,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
24-12-2022,02:01:56,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
24-12-2022,18:05:03,Card payment,Al Musbah Co11,Groceries,-81.82,,GBP,-369,SAR,,AL MUSBAH CO11         MAKKAH        SAU,-81.82,
25-12-2022,02:04:01,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
25-12-2022,15:48:34,Card payment,Bk - Holly Mosque - I,Eating out,-2.22,,GBP,-10,SAR,,BK - Holly Mosque - I  MAKKAH        SAU,-2.22,
26-12-2022,02:06:52,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
26-12-2022,19:42:55,Card payment,Carrefour Abraj Mecca,Groceries,-4.43,,GBP,-20,SAR,,Carrefour Abraj Mecca  MAKKAH        SAU,-4.43,
26-12-2022,20:34:12,Card payment,Alnahdi Care Clinics,General,-7.62,,GBP,-34.5,SAR,,ALNAHDI CARE CLINICS   Jeddah        SAU,-7.62,
26-12-2022,20:52:14,Card payment,Bk - Holly Mosque - I,Eating out,-15.02,,GBP,-68,SAR,,BK - Holly Mosque - I  MAKKAH        SAU,-15.02,
27-12-2022,02:03:49,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
27-12-2022,10:48:53,Card payment,United 112,General,-8.2,,GBP,-37.1,SAR,,UNITED 112             MAKKAH        SAU,-8.2,
28-12-2022,02:14:17,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
28-12-2022,14:18:29,Card payment,United Pharmacy 43,General,-6.51,,GBP,-29.35,SAR,,UNITED PHARMACY 43     MADINA        SAU,-6.51,
29-12-2022,02:04:12,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
29-12-2022,10:23:47,Faster payment,F Qazi,Transfers,100,,GBP,100,GBP,SPEND MADINA,SPEND MADINA,,100
30-12-2022,02:20:20,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
30-12-2022,15:50:11,Card payment,Maharah Shayf,General,-4.87,,GBP,-22,SAR,,MAHARAH SHAYF          MADINA        SAU,-4.87,
31-12-2022,02:06:37,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
31-12-2022,10:23:52,Card payment,Bodour Tiba Distinguis,General,-4.85,,GBP,-21.9,SAR,,Bodour Tiba Distinguis MADINA        SAU,-4.85,
31-12-2022,14:05:15,Faster payment,F Qazi,Transfers,100,,GBP,100,GBP,SPEND BABY,SPEND BABY,,100
01-01-2023,03:12:39,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
02-01-2023,02:08:47,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
02-01-2023,13:17:49,Card payment,Ish Kebab Restaurant,Eating out,-3.99,,GBP,-18,SAR,,Ish kebab restaurant   MADINA        SAU,-3.99,
02-01-2023,17:47:05,Card payment,Youssef Meriziq Marzou,Shopping,-3.32,,GBP,-15,SAR,,Youssef Meriziq Marzou MADINA        SAU,-3.32,
02-01-2023,18:09:47,Card payment,Ish Kebab Restaurant,Eating out,-6.21,,GBP,-28,SAR,,Ish kebab restaurant   MADINA        SAU,-6.21,
03-01-2023,02:07:36,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
03-01-2023,08:49:26,Card payment,Al-haramain Speed Rail,Transport,-49.66,,GBP,-224.25,SAR,,Al-Haramain Speed Rail King Abdullah SAU,-49.66,
04-01-2023,02:06:09,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
05-01-2023,02:15:57,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
05-01-2023,11:08:03,Card payment,Carrefour Abraj Mecca,Groceries,-26.65,,GBP,-119.65,SAR,,Carrefour Abraj Mecca  MAKKAH        SAU,-26.65,
05-01-2023,11:19:52,Card payment,Dawaa Corner,Shopping,-15.59,,GBP,-70,SAR,,DAWAA CORNER           MAKKAH        SAU,-15.59,
05-01-2023,11:23:25,Card payment,Dawaa Corner,Shopping,-18.93,,GBP,-85,SAR,,DAWAA CORNER           MAKKAH        SAU,-18.93,
05-01-2023,11:39:56,Card payment,New Sharja,General,-11.14,,GBP,-50,SAR,,NEW SHARJA             MAKKAH        SAU,-11.14,
05-01-2023,11:50:30,Card payment,Njah Bnt Ayeedh Naja A,Groceries,-16.7,,GBP,-75,SAR,,njah bnt Ayeedh Naja A MAKKAH        SAU,-16.7,
05-01-2023,17:20:55,Card payment,Express Food Company,Eating out,-10.31,,GBP,-46,SAR,,EXPRESS FOOD COMPANY   MAKKAH        SAU,-10.31,
05-01-2023,20:07:30,Card payment,Uber,Transport,0,,GBP,0,GBP,Active card check,Uber UK Rides          London        GBR,0,
06-01-2023,02:22:10,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
06-01-2023,13:20:22,Card payment,Baskin Br Robins,Eating out,-10.76,,GBP,-48,SAR,,baskin BR robins       JEDDAH        SAU,-10.76,
07-01-2023,02:14:37,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
07-01-2023,05:51:56,Card payment,Mobily,Bills,-5.17,,GBP,-23,SAR,,Mobily                 Riyadh        SAU,-5.17,
07-01-2023,17:40:48,Faster payment,F Qazi,Transfers,100,,GBP,100,GBP,SPEND FAIZI,SPEND FAIZI,,100
08-01-2023,02:13:00,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
08-01-2023,18:03:05,Card payment,Aswaq Family Home Mark,Shopping,-14.15,,GBP,-63,SAR,,aswaq family home mark JEDDAH        SAU,-14.15,
08-01-2023,18:19:32,Card payment,Gulf Crown Restaurant,Eating out,-15.28,,GBP,-68,SAR,,Gulf Crown Restaurant  MAKKAH        SAU,-15.28,
08-01-2023,18:24:13,Card payment,Bk - Holly Mosque - I,Eating out,-6.74,,GBP,-30,SAR,,BK - Holly Mosque - I  MAKKAH        SAU,-6.74,
08-01-2023,18:32:57,Card payment,Aswaq Family Home Mark,Shopping,-1.12,,GBP,-5,SAR,,aswaq family home mark JEDDAH        SAU,-1.12,
08-01-2023,21:01:26,Card payment,Mobily,Bills,-5.17,,GBP,-23,SAR,,Mobily                 Riyadh        SAU,-5.17,
09-01-2023,02:14:52,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
09-01-2023,17:16:33,Card payment,Zamzam,Groceries,-1.91,,GBP,-8.5,SAR,,ZAMZAM                 MADINA        SAU,-1.91,
09-01-2023,17:45:22,Card payment,McDonald’s,Eating out,-6.96,,GBP,-31,SAR,,MCDONALDS MADINAH AIR  MADINA        SAU,-6.96,
09-01-2023,19:28:25,Card payment,Divancoffe,Groceries,-5.06,,GBP,-23,SAR,,divancoffe             MADINA        SAU,-5.06,
10-01-2023,02:13:26,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
10-01-2023,12:58:01,Card payment,Nexus,Transport,-3.9,,GBP,-3.9,GBP,,NEXUS TRAVEL SHOP      NEWCASTLE UPO GBR,-3.9,
10-01-2023,14:30:18,Card payment,Jollibee,Eating out,-13.69,,GBP,-13.69,GBP,,Jollibee                GREAT BRITAI GBR,-13.69,
10-01-2023,15:20:36,Card payment,Starbucks,Eating out,-3.25,,GBP,-3.25,GBP,,STARBUCKS              NEWCASTLE     GBR,-3.25,
10-01-2023,19:43:46,Card payment,Lothian Buses,General,-1.8,,GBP,-1.8,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-1.8,
11-01-2023,02:11:36,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
11-01-2023,23:15:04,Faster payment,F Qazi,Transfers,50,,GBP,50,GBP,F Qazi,F Qazi,,50
11-01-2023,23:15:28,Card payment,Deliveroo,Eating out,-21.57,,GBP,-21.57,GBP,,DELIVEROO              +442036999977 GBR,-21.57,
12-01-2023,01:59:19,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
13-01-2023,02:22:10,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
13-01-2023,10:44:37,Card payment,Uber,Transport,-0.33,,GBP,-32.62,INR,,UBER * PENDING         Vorden        NLD,-0.33,
13-01-2023,11:47:36,Card payment,Uber,Transport,-0.37,,GBP,-36.32,INR,,UBER * PENDING         Vorden        NLD,-0.37,
14-01-2023,01:14:20,Card payment,Uber,Transport,-2.33,,GBP,-229.42,INR,,UBER * PENDING         Vorden        NLD,-2.33,
14-01-2023,01:15:16,Card payment,Uber,Transport,-5.89,,GBP,-580.91,INR,,UBER * PENDING         Vorden        NLD,-5.89,
14-01-2023,01:15:41,Card payment,Uber,Transport,2.33,,GBP,229.42,INR,,UBER * PENDING         Vorden        NLD,,2.33
14-01-2023,01:16:37,Card payment,Uber,Transport,5.89,,GBP,580.91,INR,,UBER * PENDING         Vorden        NLD,,5.89
14-01-2023,02:13:33,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
15-01-2023,02:18:50,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
15-01-2023,20:32:02,Card payment,Lothian Buses,General,-3.6,,GBP,-3.6,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-3.6,
15-01-2023,21:00:52,Card payment,Frites,Eating out,-3.85,,GBP,-3.85,GBP,,Zettle_*FRITES         Edinburgh     GBR,-3.85,
16-01-2023,02:18:46,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
16-01-2023,10:02:56,Card payment,Uber,Transport,-1.53,,GBP,-150.57,INR,,UBER * PENDING         Vorden        NLD,-1.53,
16-01-2023,10:45:55,Card payment,Uber,Transport,-1.53,,GBP,-150.64,INR,,UBER *TRIP HELP.UBER.C Vorden        NLD,-1.53,
16-01-2023,10:47:10,Card payment,Uber,Transport,1.53,,GBP,150.57,INR,,UBER * PENDING         Vorden        NLD,,1.53
16-01-2023,10:58:43,Card payment,Uber,Transport,-1.47,,GBP,-144.99,INR,,UBER * PENDING         Vorden        NLD,-1.47,
16-01-2023,11:08:20,Card payment,Uber,Transport,1.47,,GBP,144.99,INR,,UBER * PENDING         Vorden        NLD,,1.47
16-01-2023,14:33:09,Card payment,Lothian Buses,General,-1.8,,GBP,-1.8,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-1.8,
16-01-2023,15:22:55,Card payment,The Mosque Kitchen,Eating out,-1,,GBP,-1,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-1,
17-01-2023,02:18:39,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-01-2023,02:06:45,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-01-2023,11:53:59,Card payment,Heriot Watt Epay,Eating out,-4.13,,GBP,-4.13,GBP,,HOSPITALITY SERVICES   CURRIE        GBR,-4.13,
19-01-2023,02:09:40,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
19-01-2023,10:20:22,Card payment,Uber,Transport,-0.82,,GBP,-81.4,INR,,UBER * PENDING         Vorden        NLD,-0.82,
19-01-2023,10:21:54,Card payment,Uber,Transport,-1.42,,GBP,-140.92,INR,,UBER * PENDING         Vorden        NLD,-1.42,
