Date,Time,Type,Name,Category,Amount,,Currency,Local amount,Local currency,Notes and #tags,Description,Money Out,Money In
12-09-2023,16:02:20,Card payment,Lidl,Groceries,-13.81,,GBP,-190.97,SEK,,LIDL 350 /SOLNA CENTRU SOLNA         SWE,-13.81,
14-09-2023,05:46:35,Card payment,Voi Se,Entertainment,-3.62,,GBP,-50,SEK,,Voi SE                 Stockholm     SWE,-3.62,
14-09-2023,06:02:02,Card payment,Voi Se,Entertainment,0.14,,GBP,2,SEK,,Voi SE                 Stockholm     SWE,,0.14
14-09-2023,06:17:47,Card payment,Lidl,Groceries,-10.22,,GBP,-141.2,SEK,,LIDL 350 /SOLNA CENTRU SOLNA         SWE,-10.22,
15-09-2023,13:47:16,Card payment,Voi Se,Entertainment,-1.3,,GBP,-18,SEK,,Voi SE                 Stockholm     SWE,-1.3,
15-09-2023,14:13:53,Card payment,Ankara Kebab,Eating out,-9.03,,GBP,-125,SEK,,ANKARA KEBAB           STOCKHOLM     SWE,-9.03,
15-09-2023,15:12:14,Card payment,Lidl,Groceries,-4.32,,GBP,-59.8,SEK,,LIDL 257 / STHLM SVEAV STOCKHOLM     SWE,-4.32,
15-09-2023,15:21:58,Card payment,Voi Se,Entertainment,-0.43,,GBP,-6,SEK,,Voi SE                 Stockholm     SWE,-0.43,
16-09-2023,00:54:02,Card payment,Roermond,Shopping,-3.55,,GBP,-49,SEK,,Roermond               0031627391897 NLD,-3.55,
16-09-2023,01:32:50,Card payment,Maturedating.com,General,-1.86,,GBP,-2.16,EUR,,maturedating.com       Larnaca       CYP,-1.86,
16-09-2023,01:33:13,Card payment,Maturedating.com,General,-16.41,,GBP,-19.05,EUR,,maturedating.com       Larnaca       CYP,-16.41,
16-09-2023,01:46:36,Card payment,Maturedating.com,General,-9.85,,GBP,-11.43,EUR,,maturedating.com       Larnaca       CYP,-9.85,
16-09-2023,01:56:54,Card payment,Roermond,Shopping,-3.55,,GBP,-49,SEK,,Roermond               0031627391897 NLD,-3.55,
16-09-2023,14:41:16,Card payment,Grona Lund,Entertainment,-2.17,,GBP,-30,SEK,,GRONA LUND             STOCKHOLM     SWE,-2.17,
16-09-2023,15:54:08,Card payment,Ab Grona Lunds,Eating out,-2.17,,GBP,-30,SEK,,AB GRONA LUNDS         STOCKHOLM     SWE,-2.17,
17-09-2023,12:36:49,Faster payment,Trustly,Income,84.3,,GBP,84.3,GBP,1876340281 Thunes,1876340281 Thunes,,84.3
17-09-2023,17:39:53,Card payment,Frost Wmos,Eating out,-7.17,,GBP,-99,SEK,,FROST WMoS             Solna         SWE,-7.17,
18-09-2023,18:46:04,Card payment,Wh Solna Hagahallen,Groceries,-27.38,,GBP,-378.2,SEK,,WH SOLNA HAGAHALLEN    SOLNA         SWE,-27.38,
18-09-2023,19:37:45,Card payment,Chili Masala,Eating out,-44.89,,GBP,-620,SEK,,PAY*Chili Masala       Solna         SWE,-44.89,
24-09-2023,18:18:53,Card payment,Hagalunds Livs,Groceries,-8.08,,GBP,-110,SEK,,HAGALUNDS LIVS         SOLNA         SWE,-8.08,
24-09-2023,18:19:20,Card payment,Hagalunds Livs,Groceries,-1.47,,GBP,-20,SEK,,HAGALUNDS LIVS         SOLNA         SWE,-1.47,
26-09-2023,13:32:12,Card payment,Https //Skills.Google/,Bills,-0.82,,GBP,-1,USD,,HTTPS //SKILLS.GOOGLE/ +16504997389  USA,-0.82,
26-09-2023,13:33:26,Card payment,Https //Skills.Google/,Bills,0.82,,GBP,1,USD,,HTTPS //SKILLS.GOOGLE/ +16504997389  USA,,0.82
26-09-2023,14:23:28,Card payment,Google,Entertainment,0,,GBP,0,GBP,Active card check,GOOGLE *TEMPORARY HOLD g.co/HelpPay# IRL,0,
26-09-2023,14:23:59,Card payment,Google,Entertainment,0,,GBP,0,GBP,Active card check,GOOGLE *TEMPORARY HOLD g.co/HelpPay# IRL,0,
26-09-2023,19:31:45,Faster payment,F Qazi,Transfers,50,,GBP,50,GBP,Monzo-VNBGB,Monzo-VNBGB,,50
26-09-2023,19:37:55,Card payment,Filmstaden Scan,Entertainment,-7.12,,GBP,-95,SEK,,FILMSTADEN SCAN        SOLNA         SWE,-7.12,
28-09-2023,19:06:44,Card payment,Hagalunds Livs,Groceries,-12.01,,GBP,-160,SEK,,HAGALUNDS LIVS         SOLNA         SWE,-12.01,
29-09-2023,10:40:03,Card payment,SL,Transport,-2.93,,GBP,-39,SEK,,SL                     Stockholm     SWE,-2.93,
06-10-2023,10:35:07,Card payment,Uber,Transport,-9.8,,GBP,-131,SEK,,UBR* PENDING.UBER.COM  Amsterdam     NLD,-9.8,
06-10-2023,12:49:58,Faster payment,F Qazi,Transfers,50,,GBP,50,GBP,SPEND SWEDEN,SPEND SWEDEN,,50
08-10-2023,08:43:15,Card payment,Lidl,Groceries,-5.35,,GBP,-71.6,SEK,,LIDL 350 SOLNA CENTRUM STOCKHOLM     SWE,-5.35,
08-10-2023,15:33:46,Card payment,Asian Bbq Restaurant,Eating out,-0.75,,GBP,-10,SEK,,ASIAN BBQ RESTAURANT   SOLNA         SWE,-0.75,
08-10-2023,18:43:41,Faster payment,F Qazi,Transfers,100,,GBP,100,GBP,Return ticket,Return ticket,,100
11-10-2023,19:07:40,Card payment,Hagalunds Livs,Groceries,-8.25,,GBP,-110,SEK,,HAGALUNDS LIVS         SOLNA         SWE,-8.25,
13-10-2023,10:19:33,Card payment,SL,Transport,-5.84,,GBP,-78,SEK,,SL                     Stockholm     SWE,-5.84,
13-10-2023,12:46:45,Card payment,Selecta Ab,Groceries,-1.8,,GBP,-24,SEK,,Selecta AB             Stockholm     SWE,-1.8,
13-10-2023,12:47:29,Card payment,Selecta Ab,Groceries,1.8,,GBP,24,SEK,,Selecta AB             Stockholm     SWE,,1.8
16-10-2023,15:40:23,Card payment,Decathlon Sverige Ab 2,General,-17.79,,GBP,-237,SEK,,Decathlon Sverige AB 2 Solna         SWE,-17.79,
17-10-2023,13:25:17,Card payment,Hagalunds Livs,Groceries,-5.64,,GBP,-75,SEK,,HAGALUNDS LIVS         SOLNA         SWE,-5.64,
19-10-2023,19:40:03,Card payment,Jalvi Restaurang,Eating out,-15.78,,GBP,-210,SEK,,JALVI RESTAURANG       SOLNA         SWE,-15.78,
20-10-2023,09:30:41,Card payment,SL,Transport,-2.93,,GBP,-39,SEK,,SL                     Stockholm     SWE,-2.93,
22-10-2023,13:25:16,Card payment,Apoteksgruppen,General,-3.84,,GBP,-51,SEK,,APOTEKSGRUPPEN         STOCKHOLM-ARL SWE,-3.84,
22-10-2023,15:12:58,Card payment,Eatery T5b,Eating out,-5.2,,GBP,-69,SEK,,EATERY T5B             STOCKHOLM-AR  SWE,-5.2,
22-10-2023,15:43:19,Card payment,Eatery T5b,Eating out,-5.87,,GBP,-78,SEK,,EATERY T5B             STOCKHOLM-AR  SWE,-5.87,
22-10-2023,19:09:14,Card payment,Edinburgh Trams,Transport,-7.5,,GBP,-7.5,GBP,,EDINBURGH TRAMS LIMITE EDINBURGH     GBR,-7.5,
22-10-2023,20:05:53,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
23-10-2023,14:38:36,Card payment,Lothian Buses,General,-5,,GBP,-5,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-5,
23-10-2023,21:20:00,Card payment,Sainsbury’s,Groceries,-3.65,,GBP,-3.65,GBP,,SAINSBURYS-EDINBURGH-D EDINBURGH     GBR,-3.65,
25-10-2023,18:08:32,Card payment,Aldi,Groceries,-11.36,,GBP,-11.36,GBP,,ALDI STORES LIMITED    EDINBURGH     GBR,-11.36,
26-10-2023,14:34:33,Card payment,Https //Skills.Google/,Bills,-23.94,,GBP,-29,USD,,HTTPS //SKILLS.GOOGLE/ +16504997389  USA,-23.94,
27-10-2023,11:31:58,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
27-10-2023,14:14:57,Card payment,Lidl,Groceries,-7.38,,GBP,-7.38,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-7.38,
29-10-2023,21:05:52,Faster payment,Farhaan Qazi,General,-5,,GBP,-5,GBP,Farhaan Qazi,Farhaan Qazi,-5,
30-10-2023,12:14:52,Card payment,Lothian Buses,General,-4.8,,GBP,-4.8,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4.8,
30-10-2023,18:16:56,Card payment,Maqbools Superma,Groceries,-14.47,,GBP,-14.47,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-14.47,
03-11-2023,12:19:27,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
06-11-2023,02:13:54,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
06-11-2023,02:16:06,Faster payment,F Qazi,Transfers,200,,GBP,200,GBP,Save,Save,,200
06-11-2023,17:13:39,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
07-11-2023,02:29:00,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
08-11-2023,02:16:57,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
09-11-2023,02:19:13,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
10-11-2023,02:36:48,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
10-11-2023,02:43:46,Faster payment,F Qazi,Transfers,450,,GBP,450,GBP,SAVE,SAVE,,450
10-11-2023,12:07:12,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
10-11-2023,15:09:54,Card payment,Lidl,Groceries,-2.05,,GBP,-2.05,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-2.05,
10-11-2023,23:24:11,Card payment,Adina Hamburg Speicher,Holidays,-50.27,,GBP,-57.4,EUR,,Adina Hamburg Speicher Hamburg       DEU,-50.27,
11-11-2023,02:18:25,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
11-11-2023,18:22:15,Card payment,Ahrensfelder Weg 52,Eating out,-65.68,,GBP,-75,EUR,,Ahrensfelder Weg 52    Ahrensburg    DEU,-65.68,
12-11-2023,02:17:13,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
12-11-2023,15:05:07,Card payment,Scoom Food Germany Gmb,Groceries,-11.65,,GBP,-13.3,EUR,,Scoom Food Germany Gmb Hamburg       DEU,-11.65,
12-11-2023,17:22:16,Card payment,Heinemann Duty Free/fi,Holidays,-87.49,,GBP,-99.9,EUR,,Heinemann Duty Free/Fi Hamburg       DEU,-87.49,
12-11-2023,19:20:13,Card payment,Lothian Buses,General,-4.3,,GBP,-4.3,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4.3,
12-11-2023,20:30:59,Card payment,BP,Transport,-2.15,,GBP,-2.15,GBP,,MFG NAPIER SERVICE STA EDINBURGH     GBR,-2.15,
13-11-2023,02:21:22,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
14-11-2023,02:22:11,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
14-11-2023,08:29:09,Card payment,Aldi,Groceries,-4.23,,GBP,-4.23,GBP,,ALDI STORES LIMITED    EDINBURGH     GBR,-4.23,
14-11-2023,08:35:36,Card payment,Poundland LTD - 2227,Groceries,-3,,GBP,-3,GBP,,POUNDLAND LTD - 2227   EDINBURGH     GBR,-3,
14-11-2023,15:31:10,Card payment,Ede And Ravenscroft,Shopping,-44,,GBP,-44,GBP,,EDE AND RAVENSCROFT    +441223734759 GBR,-44,
15-11-2023,02:25:25,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
16-11-2023,02:21:19,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
17-11-2023,02:35:09,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
17-11-2023,12:07:45,Faster payment,F Qazi,Transfers,300,,GBP,300,GBP,SAVE,SAVE,,300
17-11-2023,12:10:15,Card payment,Lothian Buses,General,-4.8,,GBP,-4.8,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4.8,
17-11-2023,19:16:18,Card payment,Heriot Watt Student Un,Shopping,-0.95,,GBP,-0.95,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-0.95,
18-11-2023,02:33:30,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
19-11-2023,02:28:05,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
20-11-2023,02:27:49,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
21-11-2023,02:20:46,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
22-11-2023,02:30:12,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
23-11-2023,02:24:10,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
24-11-2023,02:40:16,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
24-11-2023,04:38:49,Faster payment,F Qazi,Transfers,300,,GBP,300,GBP,SAVE,SAVE,,300
24-11-2023,12:12:45,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
24-11-2023,14:58:21,Card payment,Newington Pharmacy,General,-5.19,,GBP,-5.19,GBP,,NEWINGTON PHARMACY     EDINBURGH     GBR,-5.19,
24-11-2023,15:05:42,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
25-11-2023,02:30:29,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
26-11-2023,02:27:01,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
26-11-2023,13:16:01,Faster payment,Farhaan Qazi,Transfers,-50,,GBP,-50,GBP,Farhaan Qazi,Farhaan Qazi,-50,
26-11-2023,13:49:00,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
27-11-2023,02:34:04,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
27-11-2023,10:25:33,Card payment,Cyrus Barbers,General,-20,,GBP,-20,GBP,,CYRUS BARBERS          EDINBURGH     GBR,-20,
27-11-2023,12:58:06,Card payment,Lothian Buses,General,-4.8,,GBP,-4.8,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4.8,
27-11-2023,14:18:52,Card payment,River Island,Shopping,-17.25,,GBP,-17.25,GBP,,RIVER ISLAND 181       EDINBURGH     GBR,-17.25,
27-11-2023,17:37:03,Card payment,Maqbools Superma,Groceries,-31.24,,GBP,-31.24,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-31.24,
27-11-2023,22:25:53,Faster payment,Farhaan Qazi,Transfers,-100,,GBP,-100,GBP,Farhaan Qazi,Farhaan Qazi,-100,
28-11-2023,02:44:36,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
28-11-2023,22:20:06,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
28-11-2023,22:42:57,Card payment,Sainsbury’s,Groceries,-2.5,,GBP,-2.5,GBP,,SAINSBURYS             EDINBURGH     GBR,-2.5,
29-11-2023,02:35:40,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
29-11-2023,14:12:22,Faster payment,Farhaan Qazi,General,-200,,GBP,-200,GBP,Farhaan Qazi,Farhaan Qazi,-200,
29-11-2023,21:36:16,Card payment,Aldi,Groceries,-4.63,,GBP,-4.63,GBP,,ALDI STORES LIMITED    EDINBURGH     GBR,-4.63,
29-11-2023,21:41:43,Card payment,Sainsbury’s,Groceries,-0.95,,GBP,-0.95,GBP,,SAINSBURYS             EDINBURGH     GBR,-0.95,
30-11-2023,03:02:24,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
01-12-2023,00:24:41,Faster payment,F Qazi,Transfers,400,,GBP,400,GBP,SAVE,SAVE,,400
01-12-2023,05:18:20,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
01-12-2023,12:29:58,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
01-12-2023,14:24:11,Card payment,Capital Grocers,Groceries,-7,,GBP,-7,GBP,,Capital Grocers        Edinburgh     GBR,-7,
02-12-2023,02:31:18,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
03-12-2023,02:22:53,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
04-12-2023,02:28:06,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
04-12-2023,13:11:07,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
04-12-2023,14:25:42,Card payment,H&M,Shopping,-28.98,,GBP,-28.98,GBP,,H & M                  EDINBURGH     GBR,-28.98,
04-12-2023,14:31:08,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
05-12-2023,02:30:41,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
05-12-2023,14:50:26,Card payment,Omar Khayyam,Eating out,-75.35,,GBP,-75.35,GBP,,OMAR KHAYYAM           EDINBURGH     GBR,-75.35,
05-12-2023,19:10:24,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
05-12-2023,21:36:18,Card payment,Cineworld,Entertainment,-3.8,,GBP,-3.8,GBP,,CINEWORLD              EDINBURGH     GBR,-3.8,
06-12-2023,02:21:44,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
06-12-2023,12:49:27,Card payment,ATM,Finances,-200,,GBP,-200,GBP,,COOPERATIVE EH14 5LS   CURRIE        GBR,-200,
07-12-2023,02:21:11,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
08-12-2023,00:33:57,Faster payment,F Qazi,Transfers,400,,GBP,400,GBP,SAVE,SAVE,,400
08-12-2023,02:37:56,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
08-12-2023,14:30:13,Card payment,Edinburgh Mosque Kitch,Eating out,-12,,GBP,-12,GBP,,Edinburgh Mosque Kitch Edinburgh     GBR,-12,
09-12-2023,02:18:21,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
10-12-2023,02:21:02,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
11-12-2023,02:25:14,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
12-12-2023,02:19:17,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
13-12-2023,02:19:40,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
14-12-2023,02:20:23,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
14-12-2023,13:38:44,Card payment,Lothian Buses,General,-4.8,,GBP,-4.8,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4.8,
14-12-2023,15:33:15,Card payment,Lothian Buses,General,-4.8,,GBP,-4.8,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4.8,
15-12-2023,00:24:20,Faster payment,F Qazi,Transfers,500,,GBP,500,GBP,SAVE,SAVE,,500
15-12-2023,02:44:33,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
15-12-2023,12:13:36,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
16-12-2023,04:22:28,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
16-12-2023,10:58:27,Faster payment,Farhaan Qazi,General,-50,,GBP,-50,GBP,Farhaan Qazi,Farhaan Qazi,-50,
17-12-2023,02:17:31,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
18-12-2023,02:20:01,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
18-12-2023,20:47:28,Card payment,Aldi,Groceries,-8.53,,GBP,-8.53,GBP,,ALDI STORES LIMITED    EDINBURGH     GBR,-8.53,
19-12-2023,02:24:05,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
20-12-2023,02:23:05,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
20-12-2023,18:47:56,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
20-12-2023,19:31:29,Card payment,Sumup The Mosque Of,General,-10,,GBP,-10,GBP,,SumUp  *The Mosque of  Edinburgh     GBR,-10,
20-12-2023,19:31:51,Card payment,Sumup The Mosque Of,General,-10,,GBP,-10,GBP,,SumUp  *The Mosque of  Edinburgh     GBR,-10,
20-12-2023,19:32:32,Card payment,Sumup The Mosque Of,General,-10,,GBP,-10,GBP,,SumUp  *The Mosque of  Edinburgh     GBR,-10,
20-12-2023,19:41:40,Card payment,Maqbools Superma,Groceries,-29.81,,GBP,-29.81,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-29.81,
20-12-2023,20:13:43,Card payment,Ciao Roma,Eating out,-15.5,,GBP,-15.5,GBP,,Ciao Roma              Edinburgh     GBR,-15.5,
20-12-2023,22:14:46,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
21-12-2023,02:27:27,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
22-12-2023,02:40:51,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
22-12-2023,08:18:04,Faster payment,F Qazi,Transfers,300,,GBP,300,GBP,SAVE,SAVE,,300
22-12-2023,12:30:11,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
22-12-2023,15:30:59,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
23-12-2023,02:21:37,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
24-12-2023,02:19:34,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
25-12-2023,02:32:06,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
26-12-2023,02:24:32,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
27-12-2023,02:28:17,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
28-12-2023,02:43:57,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
28-12-2023,18:27:54,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
28-12-2023,18:44:36,Card payment,Edinburgh Mosque Kitch,Eating out,-8,,GBP,-8,GBP,,Edinburgh Mosque Kitch Edinburgh     GBR,-8,
28-12-2023,19:45:54,Card payment,Sumup The Mosque Of,General,-10,,GBP,-10,GBP,,SumUp  *The Mosque of  Edinburgh     GBR,-10,
28-12-2023,19:53:33,Card payment,Maqbools Superma,Groceries,-8.82,,GBP,-8.82,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-8.82,
29-12-2023,02:41:07,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
29-12-2023,12:18:17,Card payment,Lothian Buses,General,-4.8,,GBP,-4.8,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4.8,
29-12-2023,14:59:54,Card payment,Greggs,Eating out,-2,,GBP,-2,GBP,,GREGGS                 EDINBURGH     GBR,-2,
29-12-2023,19:54:26,Card payment,Tesco,Groceries,-2.2,,GBP,-2.2,GBP,,TESCO STORES 2458      EDINBURGH 2   GBR,-2.2,
30-12-2023,02:36:11,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
30-12-2023,18:45:35,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
30-12-2023,19:27:57,Card payment,Maqbools Superma,Groceries,-6.16,,GBP,-6.16,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-6.16,
30-12-2023,19:35:22,Card payment,Mosque Kitchen,Eating out,-10,,GBP,-10,GBP,,MOSQUE KITCHEN         E'BURGH EH8   GBR,-10,
31-12-2023,02:26:43,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
31-12-2023,11:28:55,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
01-01-2024,04:43:12,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
01-01-2024,16:15:40,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
01-01-2024,17:52:55,Card payment,Shinwari Restaurant,Eating out,-14.5,,GBP,-14.5,GBP,,SHINWARI RESTAURANT    EDINBURGH     GBR,-14.5,
01-01-2024,20:02:05,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
02-01-2024,02:35:51,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
03-01-2024,02:25:13,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
04-01-2024,02:24:28,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
05-01-2024,00:23:48,Faster payment,F Qazi,Transfers,500,,GBP,500,GBP,SAVE,SAVE,,500
05-01-2024,02:41:05,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
05-01-2024,06:10:45,Card payment,Lothian Buses,General,-4.8,,GBP,-4.8,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4.8,
05-01-2024,06:58:36,Card payment,Sumup The Mosque Of,General,-5,,GBP,-5,GBP,,SumUp  *The Mosque of  Edinburgh     GBR,-5,
05-01-2024,06:59:01,Card payment,Sumup The Mosque Of,General,-5,,GBP,-5,GBP,,SumUp  *The Mosque of  Edinburgh     GBR,-5,
05-01-2024,07:04:17,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
05-01-2024,14:50:53,Card payment,Greggs,Eating out,-2,,GBP,-2,GBP,,GREGGS                 EDINBURGH     GBR,-2,
06-01-2024,02:26:44,Pot transfer,Saving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
06-01-2024,20:52:40,Card payment,Aldi,Groceries,-7.6,,GBP,-7.6,GBP,,ALDI STORES LIMITED    EDINBURGH     GBR,-7.6,
